날짜,고가,저가,종가,MA-5,MA-15,EMA-5,EMA-15,RSI
2006-03-28,12600,12320,12560,12332.0,12490.666666666666,12444.82702385676,12597.118972403321,52.577319587628864
2006-03-29,12520,12300,12520,12380.0,12494.666666666666,12469.884682571173,12587.479100852906,56.043956043956044
2006-03-30,12680,12360,12460,12440.0,12505.333333333334,12466.589788380785,12571.544213246292,51.68539325842697
2006-03-31,12600,12360,12600,12524.0,12518.666666666666,12511.059858920524,12575.101186590506,48.80952380952381
2006-04-03,12960,12640,12920,12612.0,12537.333333333334,12647.37323928035,12618.213538266693,61.95652173913044
2006-04-04,13120,12860,13060,12712.0,12576.0,12784.915492853568,12673.436845983357,62.765957446808514
2006-04-05,13220,12900,12960,12800.0,12601.333333333334,12843.276995235714,12709.257240235438,58.33333333333333
2006-04-06,13320,13060,13140,12936.0,12634.666666666666,12942.184663490478,12763.100085206008,60.0
2006-04-07,13200,12960,13080,13032.0,12657.333333333334,12988.123108993654,12802.712574555257,57.843137254901954
2006-04-10,12980,12740,12840,13016.0,12662.666666666666,12938.748739329103,12807.373502735849,53.153153153153156
2006-04-11,12800,12520,12720,12948.0,12664.0,12865.83249288607,12796.451814893868,61.458333333333336
2006-04-12,12660,12520,12600,12876.0,12685.333333333334,12777.221661924048,12771.895338032135,61.458333333333336
2006-04-13,12760,12500,12760,12800.0,12725.333333333334,12771.481107949367,12770.408420778118,64.07766990291262
2006-04-14,13280,12700,13100,12804.0,12786.666666666666,12880.987405299578,12811.607368180854,64.76190476190476
2006-04-17,13220,12900,12960,12828.0,12818.666666666666,12907.324936866387,12830.156447158248,59.25925925925926
2006-04-18,13199,12880,13100,12904.0,12854.666666666666,12971.549957910926,12863.886891263466,62.83185840707965
2006-04-19,13500,13259,13300,13044.0,12906.666666666666,13081.033305273952,12918.401029855533,67.5
2006-04-20,13440,13220,13260,13144.0,12960.0,13140.688870182636,12961.100901123591,64.34782608695652
2006-04-21,13940,13340,13800,13284.0,13040.0,13360.459246788425,13065.963288483143,67.46031746031747
2006-04-24,13800,13400,13460,13384.0,13076.0,13393.63949785895,13115.21787742275,57.352941176470594
2006-04-25,13440,13060,13200,13404.0,13085.333333333334,13329.092998572634,13125.815642744907,54.166666666666664
2006-04-26,13359,13080,13360,13416.0,13112.0,13339.395332381759,13155.088687401792,53.84615384615384
2006-04-27,13399,13160,13280,13420.0,13121.333333333334,13319.596888254506,13170.702601476569,53.47222222222222
2006-04-28,13240,12860,12880,13236.0,13108.0,13173.06459216967,13134.364776291997,50.657894736842096
2006-05-02,13020,12640,12980,13140.0,13117.333333333334,13108.709728113114,13115.069179255497,54.3046357615894
2006-05-03,13120,12780,12780,13056.0,13121.333333333334,12999.139818742076,13073.18553184856,52.903225806451616
2006-05-04,12940,12700,12900,12964.0,13141.333333333334,12966.09321249472,13051.53734036749,52.287581699346404
2006-05-08,13239,13020,13100,12928.0,13164.0,13010.728808329814,13057.595172821553,50.0
2006-05-09,13359,13140,13220,12996.0,13172.0,13080.485872219877,13077.895776218858,54.48275862068966
2006-05-10,13300,13040,13140,13028.0,13184.0,13100.323914813252,13085.658804191502,50.70422535211267
2006-05-11,13260,13060,13260,13124.0,13194.666666666666,13153.54927654217,13107.451453667563,49.275362318840585
2006-05-12,13199,12820,13100,13164.0,13181.333333333334,13135.69951769478,13106.520021959117,47.22222222222223
2006-05-15,13000,12780,13000,13144.0,13164.0,13090.466345129855,13093.205019214227,33.606557377049185
2006-05-16,13000,12740,12820,13064.0,13098.666666666666,13000.310896753239,13059.05439181245,35.96491228070175
2006-05-17,13200,12840,13060,13048.0,13072.0,13020.207264502162,13059.172592835894,46.902654867256636
2006-05-18,12880,12660,12820,12960.0,13046.666666666666,12953.47150966811,13029.276018731407,38.46153846153846
2006-05-19,12880,12620,12760,12892.0,13006.666666666666,12888.981006445407,12995.61651638998,38.793103448275865
2006-05-22,12800,12460,12480,12788.0,12953.333333333334,12752.65400429694,12931.164451841232,40.90909090909091
2006-05-23,12660,12220,12600,12744.0,12934.666666666666,12701.76933619796,12889.768895361078,41.44144144144144
2006-05-24,12680,12300,12580,12648.0,12908.0,12661.179557465308,12851.047783440943,45.09803921568627
2006-05-25,12620,12300,12320,12548.0,12877.333333333334,12547.453038310206,12784.666810510826,36.69724770642201
2006-05-26,12640,12340,12400,12476.0,12844.0,12498.302025540139,12736.583459196972,33.009708737864074
2006-05-29,12540,12400,12440,12468.0,12800.0,12478.86801702676,12699.51052679735,30.303030303030297
2006-05-30,12480,12240,12240,12396.0,12734.666666666666,12399.245344684508,12642.071710947681,28.57142857142857
2006-06-01,12320,12020,12120,12304.0,12666.666666666666,12306.163563123007,12576.81274707922,22.85714285714286
2006-06-02,12360,12120,12280,12296.0,12601.333333333334,12297.44237541534,12539.711153694318,30.47619047619048
2006-06-05,12380,12200,12260,12268.0,12545.333333333334,12284.961583610228,12504.747259482529,31.683168316831683
2006-06-07,12100,11920,11980,12176.0,12477.333333333334,12183.307722406818,12439.153852047213,30.188679245283026
2006-06-08,11980,11500,11500,12028.0,12389.333333333334,11955.538481604546,12321.759620541312,16.949152542372886
2006-06-12,11520,11260,11440,11736.0,12193.333333333334,11682.4615473798,12121.659709476942,18.867924528301884
2006-06-13,11220,10960,10980,11480.0,12074.666666666666,11448.3076982532,11978.952245792325,17.391304347826093
2006-06-14,11220,10820,11060,11296.0,11980.0,11318.871798835467,11864.083215068284,15.929203539823007
2006-06-16,11540,11300,11420,11192.0,11800.0,11295.054132815763,11720.626211536655,30.769230769230774
2006-06-19,11520,11220,11280,11160.0,11730.666666666666,11290.036088543842,11665.547935094573,26.66666666666667
2006-06-20,11320,11040,11120,11188.0,11645.333333333334,11233.357392362563,11597.354443207752,23.80952380952381
2006-06-22,11440,11200,11300,11248.0,11494.666666666666,11230.38106327225,11507.974495580936,32.773109243697476
2006-06-23,11420,11220,11360,11236.0,11444.0,11273.587375514835,11489.477683633319,29.824561403508767
2006-06-26,11700,11400,11640,11308.0,11401.333333333334,11395.724917009891,11508.292973179154,37.79527559055118
2006-06-27,11800,11660,11660,11416.0,11361.333333333334,11483.816611339927,11527.25635153176,42.98245614035088
2006-06-28,11600,11420,11600,11512.0,11336.0,11522.544407559952,11536.34930759029,52.68817204301075
2006-06-29,11840,11680,11800,11612.0,11356.0,11615.029605039968,11569.305644141503,57.28155339805825
2006-06-30,12180,12040,12060,11752.0,11393.333333333334,11763.353070026646,11630.642438623814,63.716814159292035
2006-07-03,12220,12080,12100,11844.0,11437.333333333334,11875.568713351098,11689.312133795836,80.43478260869566
2006-07-04,12240,12020,12020,11916.0,11506.666666666666,11923.7124755674,11730.648117071356,76.08695652173913
2006-07-05,12100,11700,12060,12008.0,11573.333333333334,11969.141650378268,11771.817102437437,76.59574468085107
2006-07-06,12000,11800,11960,12040.0,11633.333333333334,11966.094433585513,11795.339964632758,66.66666666666666
2006-07-07,12120,12000,12020,12032.0,11673.333333333334,11984.062955723675,11823.422469053663,74.02597402597402
2006-07-10,12140,11780,12120,12036.0,11729.333333333334,12029.375303815785,11860.494660421955,83.78378378378379
2006-07-11,12240,11880,12160,12064.0,11798.666666666666,12072.916869210523,11897.93282786921,84.21052631578948
2006-07-13,12180,11900,12000,12092.0,11914.666666666666,12067.963052982455,11939.354821337363,72.22222222222223
2006-07-14,11820,11640,11680,12024.0,11936.0,11938.642035321638,11906.935468670194,51.35135135135135
2006-07-18,11680,11520,11640,11928.0,11936.0,11839.094690214426,11873.568535086419,49.33333333333333
2006-07-19,11760,11600,11600,11816.0,11932.0,11759.39646014295,11839.372468200616,50.0
2006-07-20,11960,11800,11960,11776.0,11956.0,11826.264306761968,11854.45090967554,54.878048780487816
2006-07-21,11940,11800,11940,11764.0,11965.333333333334,11864.17620450798,11865.144545966097,45.714285714285715
2006-07-24,11880,11660,11760,11780.0,11945.333333333334,11829.45080300532,11852.001477720336,38.96103896103896
2006-07-25,12040,11880,11960,11844.0,11936.0,11872.967202003547,11865.501293005294,48.192771084337345
2006-07-26,12080,11920,11980,11920.0,11933.333333333334,11908.644801335699,11879.813631379633,47.56097560975609
2006-07-27,12100,11880,12080,11944.0,11934.666666666666,11965.763200890466,11904.83692745718,53.65853658536585
2006-07-28,12080,11940,12000,11956.0,11937.333333333334,11977.175467260311,11916.732311525033,49.397590361445786
2006-07-31,12280,12160,12160,12036.0,11946.666666666666,12038.11697817354,11947.140772584404,51.16279069767442
2006-08-01,12300,12100,12100,12064.0,11945.333333333334,12058.744652115694,11966.248176011353,48.27586206896551
2006-08-02,12280,12040,12180,12104.0,11946.666666666666,12099.163101410464,11992.967154009933,50.54945054945055
2006-08-03,12380,12200,12200,12128.0,11949.333333333334,12132.77540094031,12018.846259758691,55.95238095238095
2006-08-04,12340,12240,12300,12188.0,11969.333333333334,12188.516933960207,12053.990477288855,71.23287671232876
2006-08-07,12380,12080,12120,12180.0,11998.666666666666,12165.677955973471,12062.241667627748,65.0
2006-08-08,12340,12100,12300,12220.0,12042.666666666666,12210.451970648981,12091.96145917428,70.11494252873563
2006-08-09,12460,12180,12320,12248.0,12090.666666666666,12246.967980432655,12120.466276777493,62.857142857142854
2006-08-10,12400,12180,12280,12264.0,12112.0,12257.97865362177,12140.407992180306,61.971830985915496
2006-08-11,12440,12140,12140,12232.0,12125.333333333334,12218.652435747848,12140.356993157768,63.768115942028984
2006-08-14,12220,12000,12100,12228.0,12148.0,12179.101623831899,12135.312369013047,55.73770491803279
2006-08-16,12440,12280,12360,12240.0,12174.666666666666,12239.4010825546,12163.398322886416,63.013698630136986
2006-08-17,12940,12580,12880,12352.0,12234.666666666666,12452.9340550364,12252.973532525615,71.27659574468085
2006-08-18,13300,12940,13160,12528.0,12306.666666666666,12688.6227033576,12366.351840959913,77.88461538461539
2006-08-21,13360,13099,13140,12728.0,12382.666666666666,12839.081802238401,12463.057860839923,75.25773195876289
2006-08-22,13160,12960,13160,12940.0,12449.333333333334,12946.054534825602,12550.175628234932,77.89473684210526
2006-08-23,13160,12880,12920,13052.0,12504.0,12937.369689883735,12596.403674705565,67.96116504854369
2006-08-24,12820,12620,12740,13024.0,12541.333333333334,12871.579793255823,12614.35321536737,62.16216216216216
2006-08-25,13020,12780,12920,12976.0,12589.333333333334,12887.71986217055,12652.559063446448,63.47826086956522
2006-08-28,13040,12860,12860,12920.0,12626.666666666666,12878.4799081137,12678.489180515642,66.97247706422019
2006-08-29,13220,13000,13200,12928.0,12698.666666666666,12985.653272075802,12743.678032951188,69.23076923076923
2006-08-30,13220,12980,13040,12952.0,12748.0,13003.768848050535,12780.71827883229,64.51612903225806
2006-08-31,13240,13000,13000,13004.0,12793.333333333334,13002.512565367026,12808.128493978253,64.51612903225806
2006-09-01,13140,12980,13060,13032.0,12845.333333333334,13021.67504357802,12839.612432230972,69.16666666666667
2006-09-04,13240,13100,13120,13084.0,12910.666666666666,13054.450029052015,12874.6608782021,71.07438016528926
2006-09-05,13200,13040,13140,13072.0,12980.0,13082.966686034679,12907.828268426838,67.88990825688074
2006-09-06,13160,13020,13080,13080.0,13028.0,13081.977790689787,12929.349734873484,55.81395348837209
2006-09-07,13020,12860,12980,13076.0,13034.666666666666,13047.985193793193,12935.681018014298,44.15584415584416
2006-09-08,13000,12880,12940,13052.0,13020.0,13011.990129195463,12936.220890762512,43.58974358974359
2006-09-11,12980,12660,12660,12960.0,12988.0,12894.66008613031,12901.693279417197,36.26373626373627
2006-09-12,12840,12580,12640,12860.0,12953.333333333334,12809.77339075354,12868.981619490047,41.25000000000001
2006-09-13,12900,12740,12840,12812.0,12948.0,12819.848927169029,12865.35891705379,53.086419753086425
2006-09-14,13100,12820,13100,12836.0,12972.0,12913.232618112686,12894.689052422067,55.29411764705882
2006-09-15,13160,13020,13120,12872.0,12985.333333333334,12982.155078741791,12922.852920869309,57.83132530120482
2006-09-18,13580,13140,13460,13032.0,13025.333333333334,13141.436719161195,12989.996305760646,57.83132530120482
2006-09-19,13560,13420,13440,13192.0,13041.333333333334,13240.957812774132,13046.246767540564,63.15789473684211
2006-09-20,13380,13180,13340,13292.0,13061.333333333334,13273.971875182755,13082.965921597994,60.75949367088607
2006-09-21,13539,13280,13300,13332.0,13081.333333333334,13282.647916788505,13110.095181398245,57.69230769230769
2006-09-22,13220,13040,13080,13324.0,13082.666666666666,13215.098611192338,13106.333283723465,48.83720930232558
2006-09-25,13160,12960,13000,13232.0,13074.666666666666,13143.399074128225,13093.041623258032,46.067415730337075
2006-09-26,13160,12920,13020,13148.0,13066.666666666666,13102.266049418819,13083.911420350778,48.27586206896551
2006-09-27,13260,13099,13180,13116.0,13073.333333333334,13128.177366279215,13095.92249280693,55.55555555555556
2006-09-28,13440,13200,13360,13128.0,13098.666666666666,13205.451577519478,13128.932181206064,60.82474226804124
2006-09-29,13440,13220,13280,13168.0,13121.333333333334,13230.301051679653,13147.815658555306,67.816091954023
2006-10-02,13380,13179,13300,13228.0,13164.0,13253.534034453103,13166.838701235893,68.9655172413793
2006-10-04,13200,12940,12960,13216.0,13185.333333333334,13155.68935630207,13140.983863581407,53.19148936170213
2006-10-09,13140,12500,12840,13148.0,13185.333333333334,13050.459570868048,13103.36088063373,42.52873563218391
2006-10-10,13000,12800,12800,13036.0,13165.333333333334,12966.973047245367,13065.440770554515,40.90909090909091
2006-10-12,12900,12680,12720,12824.0,13094.666666666666,12847.543576553498,12993.228089955799,25.675675675675677
2006-10-13,12960,12840,12880,12808.0,13057.333333333334,12858.362384369,12979.074578711325,35.06493506493507
2006-10-16,13160,12920,13000,12840.0,13034.666666666666,12905.574922912667,12981.690256372409,40.74074074074074
2006-10-17,13020,12840,12940,12868.0,13010.666666666666,12917.049948608445,12976.478974325857,45.205479452054796
2006-10-18,12880,12720,12840,12876.0,12994.666666666666,12891.36663240563,12959.419102535125,44.5945945945946
2006-10-19,12960,12640,12720,12876.0,12976.0,12834.244421603755,12929.491714718235,40.50632911392405
2006-10-20,12760,12580,12620,12824.0,12949.333333333334,12762.829614402504,12890.805250378457,31.578947368421055
2006-10-23,12620,12400,12500,12724.0,12904.0,12675.219742935004,12841.95459408115,20.54794520547945
2006-10-24,12660,12460,12520,12640.0,12848.0,12623.479828623338,12801.710269821006,22.85714285714286
2006-10-25,12620,12420,12500,12572.0,12796.0,12582.319885748893,12763.99648609338,21.42857142857143
2006-10-26,12680,12500,12580,12544.0,12748.0,12581.546590499263,12740.996925331707,33.33333333333333
2006-10-27,12580,12320,12400,12500.0,12710.666666666666,12521.031060332843,12698.372309665243,31.66666666666667
2006-10-30,12380,12140,12180,12436.0,12666.666666666666,12407.354040221897,12633.575770957088,27.53623188405797
2006-10-31,12320,12060,12220,12376.0,12628.0,12344.902693481265,12581.878799587452,29.577464788732385
2006-11-01,12400,12260,12300,12336.0,12594.666666666666,12329.93512898751,12546.64394963902,35.21126760563381
2006-11-02,12380,12220,12280,12276.0,12565.333333333334,12313.290085991674,12513.313455934142,26.5625
2006-11-03,12400,12180,12220,12240.0,12521.333333333334,12282.193390661116,12476.649273942374,18.032786885245898
2006-11-06,12200,11980,12100,12224.0,12461.333333333334,12221.462260440745,12429.568114699578,17.1875
2006-11-07,12300,12100,12180,12216.0,12410.666666666666,12207.641506960497,12398.37210036213,23.80952380952381
2006-11-08,12420,12300,12300,12216.0,12374.666666666666,12238.427671307,12386.075587816864,33.33333333333333
2006-11-09,12620,12360,12620,12284.0,12368.0,12365.618447538,12415.316139339757,50.0
2006-11-10,12640,12520,12580,12356.0,12365.333333333334,12437.078965025335,12435.901621922287,52.857142857142854
2006-11-13,12800,12660,12780,12492.0,12384.0,12551.385976683558,12478.913919182001,58.22784810126581
2006-11-14,13000,12880,12940,12644.0,12412.0,12680.923984455705,12536.549679284251,62.7906976744186
2006-11-15,13240,13060,13240,12832.0,12461.333333333334,12867.282656303803,12624.48096937372,67.01030927835052
2006-11-16,13520,13140,13140,12936.0,12498.666666666666,12958.18843753587,12688.920848202006,69.89247311827957
2006-11-17,13160,13060,13080,13036.0,12544.0,12998.79229169058,12737.805742176755,76.47058823529412
2006-11-20,13120,12940,13040,13088.0,12601.333333333334,13012.528194460388,12775.58002440466,74.11764705882354
2006-11-21,13120,12960,13000,13100.0,12653.333333333334,13008.352129640261,12803.632521354079,71.0843373493976
2006-11-22,13199,12940,13200,13092.0,12713.333333333334,13072.23475309351,12853.178456184818,75.0
2006-11-23,13300,13020,13080,13080.0,12766.666666666666,13074.823168729008,12881.531149161716,72.63157894736842
2006-11-24,13120,12920,13040,13072.0,12821.333333333334,13063.21544581934,12901.339755516501,75.82417582417582
2006-11-27,13000,12780,12840,13032.0,12870.666666666666,12988.810297212895,12893.672286076939,67.01030927835052
2006-11-28,12740,12600,12600,12952.0,12898.666666666666,12859.206864808597,12856.963250317322,57.28155339805825
2006-11-29,12740,12560,12580,12828.0,12917.333333333334,12766.1379098724,12822.342844027657,48.86363636363636
2006-11-30,12880,12700,12760,12764.0,12926.666666666666,12764.091939914935,12814.549988524199,54.736842105263165
2006-12-01,12900,12780,12800,12716.0,12941.333333333334,12776.061293276623,12812.731239958674,50.57471264367816
2006-12-04,12920,12740,12820,12712.0,12944.0,12790.707528851082,12813.63983496384,46.25
2006-12-05,13020,12760,12760,12744.0,12932.0,12780.471685900724,12806.934855593361,32.35294117647058
2006-12-06,12800,12580,12700,12768.0,12896.0,12753.647790600484,12793.56799864419,33.33333333333333
2006-12-07,12700,12500,12520,12720.0,12854.666666666666,12675.765193733656,12759.371998813665,30.555555555555557
2006-12-08,12360,12160,12220,12604.0,12797.333333333334,12523.843462489105,12691.950498961956,25.882352941176478
2006-12-11,12240,12040,12080,12456.0,12733.333333333334,12375.895641659405,12615.456686591711,24.444444444444443
2006-12-12,12200,11980,12000,12304.0,12666.666666666666,12250.597094439605,12538.524600767747,14.285714285714292
2006-12-13,12180,12000,12040,12172.0,12589.333333333334,12180.398062959737,12476.209025671778,17.5
2006-12-14,12280,12000,12280,12124.0,12536.0,12213.598708639825,12451.682897462806,28.888888888888886
2006-12-15,12300,12140,12160,12112.0,12477.333333333334,12195.73247242655,12415.222535279956,30.232558139534888
2006-12-18,12300,12160,12200,12136.0,12434.666666666666,12197.154981617701,12388.319718369961,36.8421052631579
2006-12-20,12400,12180,12320,12232.0,12390.666666666666,12238.735547385646,12359.182284377,34.72222222222223
2006-12-21,12400,12260,12300,12236.0,12360.0,12259.157031590432,12351.784498829875,32.39436619718309
2006-12-22,12280,12160,12200,12244.0,12320.0,12239.438021060289,12332.81143647614,29.33333333333333
2006-12-26,12220,12040,12120,12228.0,12273.333333333334,12199.625347373527,12306.210006916623,28.94736842105263
2006-12-27,12280,12080,12240,12236.0,12238.666666666666,12213.083564915685,12297.933756052045,35.443037974683534
2006-12-28,12380,12200,12260,12224.0,12209.333333333334,12228.722376610458,12293.192036545539,40.84507042253521
2007-01-02,12540,12320,12500,12264.0,12208.0,12319.148251073639,12319.043031977346,60.294117647058826
2007-01-03,12560,12220,12220,12268.0,12208.0,12286.098834049095,12306.662652980178,54.66666666666667
2007-01-04,12240,12060,12140,12272.0,12212.0,12237.399222699398,12285.829821357656,54.66666666666667
2007-01-05,12180,11900,11900,12204.0,12205.333333333334,12124.932815132932,12237.60109368795,45.88235294117648
2007-01-08,11880,11580,11640,12080.0,12178.666666666666,11963.288543421955,12162.900956976957,31.395348837209298
2007-01-09,11880,11640,11720,11924.0,12141.333333333334,11882.192362281305,12107.538337354837,36.904761904761905
2007-01-10,11680,11500,11560,11792.0,12101.333333333334,11774.794908187538,12039.096045185483,32.22222222222223
2007-01-11,11760,11560,11640,11692.0,12064.0,11729.863272125025,11989.209039537298,35.1063829787234
2007-01-12,12120,11700,12060,11724.0,12054.666666666666,11839.90884808335,11998.057909595136,44.03669724770642
2007-01-15,12300,12140,12240,11844.0,12049.333333333334,11973.272565388901,12028.300670895744,48.71794871794872
2007-01-16,12300,12220,12260,11952.0,12046.666666666666,12068.848376925935,12057.263087033776,51.32743362831859
2007-01-17,12200,11940,12040,12048.0,12036.0,12059.232251283956,12055.105201154554,48.333333333333336
2007-01-18,11980,11780,11900,12100.0,12021.333333333334,12006.154834189305,12035.717051010235,42.97520661157026
2007-01-19,11760,11580,11700,12028.0,11985.333333333334,11904.10322279287,11993.752419633956,39.230769230769226
2007-01-22,11860,11660,11820,11944.0,11956.0,11876.068815195247,11972.033367179713,36.29032258064516
2007-01-23,12000,11760,11920,11876.0,11917.333333333334,11890.712543463498,11965.529196282248,43.47826086956522
2007-01-24,12080,11980,12020,11872.0,11904.0,11933.808362308999,11972.338046746967,47.41379310344827
2007-01-25,12160,12040,12060,11904.0,11898.666666666666,11975.872241539333,11983.295790903596,53.77358490566038
2007-01-26,12000,11740,11740,11912.0,11888.0,11897.248161026222,11952.883817040647,52.29357798165137
2007-01-29,11820,11540,11560,11860.0,11882.666666666666,11784.832107350816,11903.773339910565,46.49122807017543
2007-01-30,11720,11500,11660,11808.0,11878.666666666666,11743.221404900545,11873.301672421745,52.252252252252255
2007-01-31,11700,11500,11580,11720.0,11880.0,11688.814269933697,11836.638963369027,48.648648648648646
2007-02-01,11680,11520,11600,11628.0,11877.333333333334,11659.209513289132,11807.059092947899,37.362637362637365
2007-02-02,11820,11600,11740,11628.0,11856.0,11686.139675526088,11798.676706329412,35.95505617977528
2007-02-05,11800,11660,11720,11660.0,11821.333333333334,11697.426450350726,11788.842118038236,34.8314606741573
2007-02-06,11760,11660,11740,11676.0,11786.666666666666,11711.617633567152,11782.736853283455,40.50632911392405
2007-02-07,11780,11600,11720,11704.0,11765.333333333334,11714.411755711435,11774.894746623024,43.83561643835616
2007-02-08,11800,11600,11620,11708.0,11746.666666666666,11682.94117047429,11755.532903295145,47.05882352941176
2007-02-09,11720,11580,11700,11700.0,11746.666666666666,11688.62744698286,11748.591290383252,45.45454545454545
2007-02-12,11600,11380,11440,11644.0,11721.333333333334,11605.751631321908,11710.017379085346,33.783783783783775
2007-02-13,11420,11200,11240,11544.0,11676.0,11483.834420881272,11651.265206699678,25.316455696202524
2007-02-14,11460,11340,11340,11468.0,11630.666666666666,11435.889613920848,11612.357055862218,28.048780487804876
2007-02-15,11640,11380,11480,11440.0,11592.0,11450.593075947232,11595.81242387944,41.0958904109589
2007-02-16,11840,11480,11800,11460.0,11596.0,11567.062050631488,11621.33587089451,57.49999999999999
2007-02-20,12040,11760,12000,11572.0,11625.333333333334,11711.374700420993,11668.668887032696,60.0
2007-02-21,12240,12000,12120,11748.0,11656.0,11847.583133613996,11725.08527615361,65.51724137931035
2007-02-22,12240,12040,12040,11888.0,11686.666666666666,11911.722089075998,11764.449616634409,62.22222222222223
2007-02-23,12080,11800,11860,11964.0,11704.0,11894.481392717333,11776.393414555108,53.2608695652174
2007-02-26,11780,11580,11660,11936.0,11698.666666666666,11816.320928478222,11761.84423773572,48.51485148514851
2007-02-27,11720,11500,11620,11860.0,11692.0,11750.880618985482,11744.113708018755,47.05882352941176
2007-02-28,11400,11160,11340,11704.0,11665.333333333334,11613.92041265699,11693.59949451641,41.73913043478261
2007-03-02,11440,11180,11320,11560.0,11638.666666666666,11515.946941771326,11646.899557701858,43.24324324324324
2007-03-05,11440,11220,11260,11440.0,11614.666666666666,11430.631294514218,11598.537112989125,39.99999999999999
2007-03-06,11580,11300,11380,11384.0,11593.333333333334,11413.754196342812,11571.219973865484,48.54368932038835
2007-03-07,11520,11300,11400,11340.0,11590.666666666666,11409.169464228542,11549.817477132297,54.255319148936174
2007-03-08,11640,11340,11480,11368.0,11606.666666666666,11432.779642819029,11541.09029249076,53.76344086021506
2007-03-09,11780,11600,11720,11448.0,11632.0,11528.519761879354,11563.454005929416,56.12244897959183
2007-03-12,12040,11800,12040,11604.0,11669.333333333334,11699.013174586236,11623.02225518824,56.12244897959183
2007-03-13,12080,11860,12000,11728.0,11682.666666666666,11799.342116390824,11670.14447328971,50.0
2007-03-14,11760,11600,11680,11784.0,11661.333333333334,11759.561410927217,11671.376414128497,39.0
2007-03-15,11840,11680,11720,11832.0,11634.666666666666,11746.374273951478,11677.454362362436,41.83673469387755
2007-03-16,11860,11620,11780,11844.0,11617.333333333334,11757.582849300987,11690.272567067132,47.826086956521735
2007-03-19,11800,11640,11740,11784.0,11609.333333333334,11751.721899533992,11696.48849618374,52.38095238095237
2007-03-20,11740,11500,11580,11700.0,11604.0,11694.481266355995,11681.927434160772,48.88888888888889
2007-03-22,11780,11640,11640,11664.0,11621.333333333334,11650.880562824888,11665.538191779342,60.256410256410255
2007-03-23,11720,11520,11600,11628.0,11640.0,11633.920375216592,11657.345917806924,61.038961038961034
2007-03-26,11700,11560,11680,11616.0,11668.0,11649.280250144395,11660.177678081058,60.0
2007-03-27,11660,11540,11600,11620.0,11682.666666666666,11632.853500096264,11652.655468320925,56.41025641025641
2007-03-28,11600,11400,11440,11592.0,11685.333333333334,11568.569000064177,11626.07353478081,48.78048780487806
2007-03-29,11480,11280,11380,11540.0,11678.666666666666,11505.712666709453,11595.314342933209,38.35616438356164
2007-03-30,11380,11240,11260,11472.0,11648.0,11423.808444472968,11553.400050066557,19.04761904761905
2007-04-02,11420,11280,11320,11400.0,11600.0,11389.205629648646,11524.225043808237,23.4375
2007-04-03,11560,11320,11480,11376.0,11565.333333333334,11419.470419765765,11518.696913332207,41.07142857142856
2007-04-04,11940,11620,11900,11468.0,11580.0,11579.646946510511,11566.35979916568,55.99999999999999
2007-04-05,12060,11820,11860,11564.0,11589.333333333334,11673.09796434034,11603.06482426997,52.7027027027027
2007-04-06,11960,11680,11740,11660.0,11586.666666666666,11695.39864289356,11620.181721236224,50.0
2007-04-09,11800,11660,11680,11732.0,11582.666666666666,11690.26576192904,11627.659006081696,53.424657534246585
2007-04-10,11780,11520,11560,11748.0,11581.333333333334,11646.843841286027,11619.201630321484,49.36708860759494
2007-04-11,12020,11660,11980,11764.0,11608.0,11757.895894190686,11664.3014265313,58.76288659793814
2007-04-12,12080,11880,12080,11808.0,11637.333333333334,11865.263929460458,11716.263748214888,62.0
2007-04-13,12200,11900,12020,11864.0,11665.333333333334,11916.842619640305,11754.230779688027,58.585858585858595
2007-04-16,12060,11860,11860,11900.0,11677.333333333334,11897.895079760205,11767.451932227024,56.310679611650485
2007-04-18,11820,11620,11660,11896.0,11709.333333333334,11810.175591004536,11764.142885611316,56.86274509803922
2007-04-19,11640,11360,11380,11756.0,11709.333333333334,11666.783727336358,11716.125024909901,52.72727272727273
2007-04-20,11560,11420,11460,11644.0,11722.666666666666,11597.85581822424,11684.109396796164,53.153153153153156
2007-04-23,11680,11400,11400,11552.0,11728.0,11531.90387881616,11648.595722196644,48.11320754716981
2007-04-24,11540,11360,11420,11464.0,11724.0,11494.602585877441,11620.021256922064,36.04651162790697
2007-04-25,11560,11240,11280,11388.0,11682.666666666666,11423.068390584962,11577.518599806806,34.06593406593406
2007-04-26,11620,11400,11600,11432.0,11665.333333333334,11482.04559372331,11580.328774830956,46.53465346534653
2007-04-30,11660,11380,11480,11476.0,11642.666666666666,11507.575819432583,11569.93921822995,47.95918367346938
2007-05-02,11600,11400,11500,11492.0,11638.666666666666,11505.050546288388,11561.196815951207,34.61538461538461
2007-05-03,11620,11460,11480,11532.0,11605.333333333334,11496.70036419226,11551.047213957307,29.729729729729726
2007-05-04,11560,11480,11520,11516.0,11568.0,11504.466909461507,11547.166312212643,32.87671232876713
2007-05-07,11740,11560,11740,11544.0,11549.333333333334,11582.977939641005,11571.270523186062,46.05263157894736
2007-05-08,11860,11580,11640,11576.0,11534.666666666666,11601.985293094003,11579.861707787804,43.20987654320988
2007-05-09,11720,11480,11600,11596.0,11517.333333333334,11601.323528729336,11582.37899431433,47.945205479452056
2007-05-10,11720,11500,11500,11600.0,11506.666666666666,11567.549019152892,11572.081620025037,54.6875
